RID,document
27,어렸지만 정말 재밌게 봤던 외화. 이 자료가 있다니 너무 반갑다. 좋은 세상이야. 특히나 아들 스코트 헤이든 역의 반즈가 아직도 기억 생생.. 이름까지 기억나네..
27,재밌어요 나름 괜찮음
27,김효진연기때문에 3점. 꼰다고 다 예술인가 난해하기만할뿐 어느정도 소통은돼야지
27,생각없이봤는데.정말생각이 없었다.무슨내용을전달하려는 건지
27,"으리는 개뿔 ㅡ,.ㅡ^"
27,재미있었고초등학생인동생에게도재미있다는평점을받을만하다.
27,두번보고세번봐도재밌고신선한드라마..수능끝나면다시봐야지
27,"시도해 볼만한 소재이고 두 배우 역시 매력적이지만, 너무 구닥다리 이야기에 쓸모없는 반전과 긴장감을 전혀 느낄 수 없는 진행 그리고 웃음을 유발하는 어색한 대사와 뻣뻣하기 그지없는 연기까지 한국 영화의 퇴보를 알린다."
27,성인이아닌나도보기에는.주인공은 미국아저씨네 그려.
27,말이 필요없음.에반게리온은 애니계의 전설임
28,응답하라1994 정말재미있어요
28,옛날영화에다 cg가 좀 별로(당연함)이지만 그 놀라움을 아직 잊을수가 없다.
28,평점 남기신분들 진짜 인생 그렇게살지마세요애둘맘인데요 극장도못가고 애둘재우고 영화한편 보는게 낙인데 지대로사람 낚으시네요 오늘밤 다들 악몸꾸실꺼에요 ㅋㅋㅋ
28,"한동안 댓글 안 썼었는데.. 댓글이 너무해서 씁니다. 1점까진 아닌데 평점이 너무 높아 1점 드리고요.. 한 3,4 점짜리 영화인듯.. 좋은 가족영화라고 해서 개를 훔치는 완벽한 방법 같은 영화로 상상하고 봤는데 정말 뭐라 말이 안나오네요.."
28,쵝오네요 최고 대박영화
28,멍청한 주인공들을 참으면서 보는게 정말 짜증났었어요...설정에 옥의 티가 넘 많고 끝까지 어떻게 살아남는지 궁금해서 참고 봤지만 결말은 더 어처구니가 없어서 평점 5점 줄려다 넘 높아서 1점!
28,"짱꼴라들은 중화사상만 버리면 좋은영화가 쏟아져 나올텐데, 중국영화는 100년 멀었어 이딴건 그만 만들자"
28,정식개봉을 했다는 건가?
28,나오코가 죽으니까 원래 귀신보다 훨씬 더 무서움. 나오코를 진작 죽일것이지 ㅋㅋ
28,이게 어떻게 평점이 8.59지?
28,정신이상자들이 공감할려나
28,최고의 외화 그립다
28,B급호러에 MRI촬영을 어둠속에서 한다고...어이없다
28,최고최고~ 시간가는줄 몰랐다! 특히 야구좋아하는사람이면 꼭봐~
28,시리즈 총 관객수 2110만 평균 관객수 350만 역대급 명작!
28,그냥 쓰레기지 쓰레기~
28,쏘우. 여기까진 괜찮았음
28,너무재밋다...눈을뗄수가없다...
28,"엔딩씬,음악외엔..상투적인.."
28,시초고 뭐고를 떠나서 지겹고 재미없슴.
28,또보고싶은
28,처음엔 정신이 피폐해진것같아 불쾌했다. 막연히 걱정하지만 넘겨버릴법한 범죄상황을 실감나고 섬세하게 묘사한 감독이 대단하다... 박진감은 넘치지만 억지상황이 난무해 문단속의 중요성을 잊게 한 불사여인의 비현실 영화 '숨바꼭질'이 문득 생각난다.
28,우발적 실수를 통해 자신을 찾는 삶! 이것을 풀어내는 이야기가 너무 잘 표현된 영화인 것 같습니다.
28,"반강제 돈 나누기, 상의없이 돈 뿌리기, 거기에 바람까지 피고...참 착하죠잉?"
28,최악의 스토리. 결혼식깽판도그렇고 옥택연은 뭔죄냐. 재미도없고 감동도없고 막장임. 그나마 마동석마누라때매 2점준다.
28,이 영화전까진 크리스 오도넬 괜찮았었는데
28,연인인데 헤어지고싶을때 같이 가서 보세요
28,최고의 드라마..
28,재밋네
28,진짜진심으로더럽게재미없음 돈시간버리고 보너스로오글거림에짜증 개유치하기까지 올해들어최악의영화 별1개도아까운쓰레기
28,장난치냐
28,별로에요 재미없네요호
28,유니크하고 매력적인 영화^^
28,괜찬아.. 볼만해.. 너희도 봐
28,티비로 보니 실소만 나온다 영화관이었으면 평점이 높을텐데
28,재밌네욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
28,왕가위 덕분에 그나마 이정도.
28,말에게도 사랑이 있고 우정이 있음. 전쟁이 무서운걸 새삼 알게됬다하하하ㅏ
28,평점이 너무낮네요 일본영화답게 분위기자체가 무서워서 재밌게봤어요
28,이 영화가 감동적인가? 난 왜 웃기기만하지?전혀 감동적이지가 않는걸?
28,평점 조정을 위해...
28,재미도 없고 스토리도 엉성하고...
28,"감동감동ㅜㅜ, 정말 최고네요!!!!"
28,"최악의 영화다. 아름다움도, 주제도, 카메라도, 사운드도 모든것이 최악이다."
28,쓰레기 시간이 아까워 죽을거 같다
28,ㅎ 애들이랑 넘 재미나게 봤어요 하하호호하면서계속 웃음이 나면서가족애를 다시한번 느꼈답니다
28,끝내주는 연주를 극장에서 보는 맛도 굿
28,아무렇지도 않게 보게 되었지만~영화는 날 빠지게했다
28,진심 리얼 쓰레기다. 게임 아니었으면 평생 안봤을끼다
28,시장통 영화인가 가격 흥정만하다 내용 없어
28,TV에서 빈번하게 볼 수 있는 영화이다.매번 봐도 지루하지않고 볼때마다 느낌이 다르다.
28,어렵게사는 우리네 인생이야기 답답하면서 현실을 직시한 내용들을 무겁게 잘 표현 하셨네요
28,"내가 영화보면서 처음 눈물 흘리고 본게 스파이더맨3다.나는 어메이징, 스파이더맨 다 좋다. 하지만 내가제일 감명 깊게 본건 스파이더맨 시리즈이면서스파이더맨3다. 할 말이 필요없다. 지금까지도계속 챙겨보고 있다. 이것만 100번은 넘게본거 같다"
28,리버피닉스가 나오네요~~ 벌써26년이 흐르다니 ㅠㅠ
28,유치해 너무 재미없어...
28,아이들이 딱 좋아할만한 애니메이션!
28,그지같다고!!!!!!
28,레알 쩐다 ㅇㅇ
28,시나리오 연기 연출 모든면에서 좋았다
29,몰떡몰떡
29,재밌어요~ 독립영화가 많이 발전했으면 좋겠습니다!
29,천국보다 아름다운 것은 사랑?
29,제작진이 갑이냐? 멘탈레기들 한달에 200겨우 버는 놈들이 연예인을 무시해? 나중에 유연석 손호준 바로가 크게떠서 꽃보다청춘 섭외요청거절 기사 뜨면 좋겟네
29,정말후진드라마~~!후처또한벌받어야쥐남편아이가아닌다른사람아이를가진건불륜이징
29,읭. 세계가 인정한 영화 저건 뭐야
29,가족첩보스릴러인 완성도 높은 작품으로 인간의 심리와 이해 그리고 가족애를 잘 녹여내며 긴장감과 몰입도가 높은 웰메이드 드라마
29,요즘에 이거때메 시험이고 뭐고 다때려치고 보고잇어요.어쩌실꺼예요..ㅠㅠ
29,100년이 지나도 그 때 사람들도 보고 감동 받을 마스터피스!
29,뭐냐이거 ㅡ
29,"어이없게웃기고지기의아빠가왜나왔는지아직도의문,,날패닉상태로만든최악의영화"
29,1. 감독이 씨발 바쁜게 아니라면 이따위로 찍을 이유가 없다. 직선으로 가는 길 놔두고 돌아가는걸 두고 획기적이라고는 하지 않는다.2. 영화인들의 특권의식과 그들의 촬영하는 행위에 대한 미화가 듬뿍담겨져있따. 그리고 전체적인 내용 재미도 없고 의미
29,제대로된 로맨틱 코메디물이네. 대박
29,한마디로 별 재미는 없다
29,"정말 미치도록 재미없다. 무슨 80년대 중국 괴기 판타지물 마냥 시대에 뒤떨어진 연출과 분장력과 스토리. 반전 또한 너무 뻔하다. 아니, 솔직히 반전인 줄도 몰랐다. 처음부터 계속 복선이 깔리는데 뭐가 반전인지? 흔하디흔한 미드 반전만도 못한 애들영화"
29,말그대로 '우리' 선희 정유미는 매력덩어리
29,조카 재미없네 스릴이라고는 찾아볼수가없네 흑인자식은 입도없고 힘도없어서 찌질하게 그러고잇다딱 서프라이즈 진실혹은거짓에 나오면 될스토리
29,정은채...연기 드럽게 못하네 ㅉㅉㅉ
29,아놔!이제 안봐시간아깝따오늘은 진정 대박스트레스만 받음!별 반개주기도 아깝다
29,완성도 너무 낮다.. 마지막내용에서 기사가 열차를 멈추면 되는데 막 폭탄해체하고 수갑끊ㄹ려하고 난리네
29,"사랑은 너무 복잡해도,다시 시작하는것 보다 새로 시작하는게 단순하다?!ㅋㅋㅋ"
29,드라마 인지 액션 영화인지 ...쩝
29,중국 이야기라서 안보려했는데 감동 돋네요 실화라니 ㅠ 꼭 보세요!!!!
29,나에게 아직 이란영화는 익숙하지 않다...그래서 이영화는 더 새로웠고 아름다웠다...주인공 파르비스 파라츠는 흡사 무림고수 같았다...내공있는 눈빛으로 나를 사로잡았으며~ 전체적인 미장센이나 음향은 물론이고 절제된 모든 장치적인 것들이 좋았다.
29,화가 난다!!! 화가 난다!!!!
29,포스터가 굉장히 도발적임 주연 자매 얘기만 아니라 카페 조연들 스토리도 꽤 재밌네요
29,전개 억지스럽고 연출도 조금 산만한듯 소품들도 좀 어색합니다 비행기씬은 어쩔수없다지만..
29,은근무섭 7점정도는 될듯 결말이 아쉽
29,아...심각할정도 였음...
29,보고 있는 나 자신이 쪽 팔릴 정도로 저급하고 썰렁함
29,별 내용 없고.그냥 OO.관련 영화.ㅅㅅ.도 그저그렇게나오고
29,만화책을 안봤으면 보지마시요
29,이것도 진짜 재밌게 본듯
29,웃기고 재밌다
29,김구라가 신동엽눈치보느라 말을 못하네요 어때요 김구라씨 썰전때랑 막상 입장이 바뀌니까 이도저도 못하겠죠 그래두 사람인맥이라도 남는 신동엽씨가 객관적으로 더 한레벨 위인건 확실한거같네요
29,아이고 배야. 눈물이 앞을 가리네
29,우리들도 영호 처럼 변해갈까봐 너무 두렵다.
29,비추
29,"별 반개도 아까운 영화.멀쩡한 배우들을 3류 배우로 추락시킴.각본, 연출, 영상 모두 수준이하"
29,평점 후기 이정도로심각한거 처음봄ㅋㅋ티비에하길래 볼랫더니 걍 패스
29,정말이지 다시보고싶은데 볼수가없어요.. 볼수있는방법없을까요~ 제발~~~
29,요란하기만 할뿐 짜임새도 없고 액션도 약하다
29,재밌구먼 왜 태클
29,애틋함이 느껴져서 너무 좋았습니다... 최근에는 로맨스류의 영화를 찾아보기 힘든데... 앞으로 볼 기회가 많아졌으면 하는 바람입니다...
29,완전 찝찝한 영화...
29,이상형이 바뀌었습니다.
29,시간아까움. 공포영화판의 질을 떨어뜨린다. 혹시 시간버리고 싶으신다면 강추.
29,재미없을거같음
29,재밌다
29,"국가, 이념, 정치, 죄파를 떠나서 이런 영화가 만들어졌다는 것 자체에 의미를 찾을 수 있다."
29,다시보려고 시도하고 시도해도 지루했다. 결국엔 마지막엔 나레이션으로 마무리.
29,20여년이 흘러두기억에 남는 사랑에 대해 생각해 볼수있는 유쾌한 영화
29,한번보면 빠져들어버리는...재미있는 사신드라마.
29,네이버 평점 신뢰 못하는 사람이지만 / 설래임의 감정을 잊고 있다면... 이영화를
29,두마리 토끼를 잡으려다 다 놓쳤다..
29,"여주 해결책 알려주지, 마라톤 연습해서 매일 달려. 건강도 챙기고 귀신도 피하고 일석이조지? 좋네, 좋아"
29,지루함의 연속. 하지만 결말....도 지루했음. 고로 첨부터 끝까지 지루한 영화
29,너와나함께라면 우린 최고야
29,퀄리티 : 주원 김아중나오는 뽀로로
29,제가 그로우 영화를 못 봤는데요 그로우 영화 한 번 꼭 보고싶습니다
29,내가주는 1점은 절대 1점이 아니라 11점을 주고 싶은 마음이다
29,루저가 쏘아올린 작은 공
29,최고군.. 행동하나 말투하나에서 센스가 묻어난다..ㅋㅋ
29,이영화 찾아다닌 내가 한심스럽다..
29,그냥 별 생각없이 보고나서 생각해보니 감탄사가 터지는 영화
29,버지니아가 데이빗과 클레어를 자유롭게 해주었다.
29,정말 최고! 봐도봐도 재밌는 영화가있는데 이 영화가 바로 그런 영화입니다 :D
29,음모론과 무리수의 환상의 조화.
29,여기가 빨갱이들 집합소구나 아주 가관이다 가관이야
29,메인 시나리오에 임팩트가 적은 것 같은데 뭐 두고봐야겠져
29,아오 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅅㅂ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
29,"세상 위대한 진리는 가장 평범함속에 있다. 다들 그저 지나치기 쉬운,노병사를 싯달"
29,마지막 감동적이어서 울뻔 ㅎ
29,역시 산드라블록 누님!
29,와... ㅋㅋ언제쩍 스티븐 시걸이냐 ㅋㅋ
29,발연기라는 말도 아깝네..ㅜㅠ 내용은 둘째치고..ㅜㅠ
29,별 반개도 아까운 이상하고 무서운 영화(물론 안봄)
29,죄 짓고 못산다.. 참말로
29,good
29,"캬..,역시 레젼드 미인 요즘 토나오는 골빈 된장년들에 비하면 진정 여신이다 성형 OO들은 좀 사라졋으면 토나온다"
29,아나 진짜이거짱져아요즘시험기간인데도 봄♥내가원래지빈오빠팬이라서 보다가 계속보는데 졸잼중간중간에 울다웃고 겁나 감동적이고 혜결이가복녀님따라하는거 기여엉 복녀님이 누군지알고싶소끝까니 닥본할끙♥
29,"솔직히 베드신 보려고, 보게된 영화인데 중간중간 대사에 몰입되면서 처음부터 끝가지 풀로 보게되었습니다. 원작 책으로는 읽어보진 못하였지만 책도 한번 봐야겠군요 감명깊게 잘보았습니다."
29,"참,쉽지않은 사이인데,잔잔한 감동이 있는 영화네요.마음의 여유가 생기는 가을입니다"
29,울고 웃으면 많은 것을 느끼게해준 멋진 드라마! 장혁!장나라 또 드라마 만들어 주세요~
29,밑에놈 때문에 1점 준다
29,"오늘도 대학로에서 방송국에서 열심히 기회를 찾는 분들, 힘내시길!"
29,소녀시대 유리가 주연으로 출연하여 빛난 영화인것 같습니다. 유리의 상대 배역으로 서인국보다 더 멋진 남자가 캐스팅 되었어야 맞다고 봅니다. 그리고 내용중에 서인국이 악역은 아니지만 이종석을 경쟁자로 보고 이종석은 서인국을그냥 친구로 보는것 같네요.
29,"초등학생 시절에 접했던 스파이더맨 3부작을 히어로물 매니아가 된 지금 다시 찾았다. 리부트 후 세계관 확장에 신경쓰고 있지만, 독립된 세계관으로써도 깊은 여운과 재미를 줬던 샘레이미 감독과 토비 맥과이어의 스파이더맨 3부작은 정말 최고라 말하고 싶다."
29,"OOO 기수,OOO 말이 만나서 전설을 만들다."
29,휴머니즘이 뭔지를 제대로 느끼게 해준다.
29,재밌는데 시청률이 많이 안나오네요 ㅋ
29,으~~최악이다
29,진짜 재미있다 대박.역시 신하균♥
29,망가졌지만 그냥 볼만하다
29,유치하고 엉성한 B급 에이리언 영화
29,"아 OO,, 최악이다,, 삼국지를 책을 한번 더 읽는 게 더 좋음"
29,아 ..그냥 그저 안마방 사장님이 불쌍하다 이건
29,재미잏긴한데맨마지막부분이너무산으로가버렸어요. 갑자기가족이다만나고해피엔딩이지만맨마지막부분이좀그러네요
29,미래의 꿈이 영화감독인 한 초딩의 첫 작품같은 느낌이 듭니다
29,영상미도 훌륭하고 배우들의 연기도 나쁘지 않지만 거지같은 각본과 늘어지는 편집과 허접한 연출력은 이 영화를 쓰레기로 만들었다. 결말도 최악.
29,"옛날에 본 영화지만, 좀 이해하기 힘든 영화인 것은 확실함."
29,부산은 왜 개봉 안..해요.
29,막장보다 더 못한드라마 ... 이걸보고 웃으라는건지 울라는건지... 작가분 드라마 쉽게쓰는거 아닙니다
29,인간적으로 너무 재미없더라.
29,어렸을때 완전 재미있게 봤던 영화.. 어디서 다시 구할수 없나..?ㅜㅜ
29,별반개도 아깝다
29,이드라마의 시청률이 한팬으로써 마음이 안좋았지만 나는 깨달았어.. 시청률이 낮을수록 재밌고 마음이깊이 느낄수있는 드라마라는걸
29,최고중에 하나였던 영화..
29,아.. 재미없다고 여친이 짜증내서 싸웠다 -ㅁ-
29,의미가 있는 영화
29,짜리몽땅 파이팅!!!
29,이런 명작이 이렇게 저평점이라니 ㅠㅠ 최고의 영화입니다. 역
29,OOO기
29,어색한 연기 어쩔거야..
29,쓰레기 드라마 OO천식 ㅉㅉ
29,sf는 특히나 주제를 살리지 못하는 설정은 오히려 암적요인이다.
29,두말할 필요 없습니다 인생최고의 애니메이션 영화였습니다 하루히 영원해라!!!!
29,진짜볼만함!!@!@!
29,미확인 동영상 : 영화절대클릭금지
29,구관이 명관이다...
29,"당신의 형제,직장동료,선후배,가족으로 삶을 살아가는 사랑하는 사람들의 이야기"
29,"시대를 앞서간 영화. 화려한 액션 속에 지금도 고민해야 하는 많은 내용들이 담겨진 영화. 정말 이 시절에 에일리언, 터미네이터 등등 시대를 앞서간 영화가 참 많았지."
29,이건무슨 내용이 없어...
29,별점 주기도 아깝네요 얼마나 내용이 진부한지 욕 밖에 안나오네요보고 재밌다고 하는 사람 초딩들인가요 죄송해요 너무 화가나서.아무 것도 볼게 없습니다 보지 마세요 그냥 티비판짜집기 한거 같네요
29,정말 이 영화가 한반도 역사의 진리를 말한것일까? 영화감독은 자신의 편협함이 진리라 말할 뻔뻔함이 있는가?
29,100번쯤 본 영화
29,한국영화 알바 판을치네 비교도안되는 외화까지와서 판치더만 결국 한국영화는 평점9.5만들엇네 니들이최고다 알바짱짱맨 난뭐하도낚여서 한국영화 OO때까지안본다만
29,후속작 영환가 뭐지 이건
29,이게 영홥니까?성인영상입니까?
29,본 영화들 중 가장...
29,4.44 프로젝트 ㅋㅋㅋ
29,이 영화. 가볍게 볼게 아니었네. 보고나서 등장하지 않는 키리시마를 뒤집어보니 알겠다. 어지럽게 물결에 출렁이듯 우리는 무엇을 위해 살며 오늘을 위해 사는 것을 이토록 혼란스러워 했다니. 이렇게 잔잔한 물결아 나에게 충격을 안겨주다니.
29,전 81년생 이라서 이영화 못보았지만 저희 어머님께서 어린시절에 외할아버지 외할머니 하고 이영화 마지막장면 보고 우셨다고 합니다.
29,헐거운 설정과 어색한 전개지만 아이디어는 참신하니 이정돈 준다.
29,"등장인물들의 억지스러움 되도안한말로 영화보다 화난거 처음,,,주인공은 그중최악"
29,이나영 넘 귀여워 ㅋㅋ 귀여운 영화인거 같다.
29,뭔가 공감가면서 눈물났다 정말.. 뭉클하더라
29,지루했던... 하지만 실화라는거에 재미 1점 나머진 .. 소소
29,이거 뭐지? 이거 영화?
29,0점 여기 없나???1점도 그런데
29,유전무죄 무전유죄!!!
29,예고편보다가 5개줄려다 말았네그냥 몬스터왕국봐요김준호가 추천하는 몬스터왕국이자나~~~~
29,진짜 죽기전에 꼭 봐야될꺼같은영화임 ㅠㅠㅠ 대바규ㅠㅠㅠㅠ..내가 난지 햇갈린다
29,저 포스터가 인상깊었다예
29,최최최최악악악악 !!!!
29,10점 외에 줄 수 있는 점수는 없다.
29,동성애에 대한 편견과 불쾌감을 심어주는 영화.
29,큰재미는없지만 나름대로 의미는있는듯.4명의배우가데뷰한영화라 새로운듯.
29,이건 진짜 6점이 적당함 평점 내려야됨 화끈한 액션이 있는것도 아니고 반전이 엄청난것도 아니고 노출신이 있는것도 아니고 보다가 살짝 잠들었음
29,이 때부터가 쓰레기였지
29,"잘못 참 햇지만,, 아이를 통해 불행했던 남자가 행복했던 ..."
29,영화에서 하지원 캐릭터가 진짜 신경질이난다.불필요한 캐릭터아녔나 싶다.극 흐름을 망치고 분위기도 다깨는 떽땍거리는 소리정말 영화를 꺼버리고싶을정도..(나 하지원 호감인데 이땐 아녔는듯싶다)
29,난 재밌게 봤는데 왜 그러지..ㅋ
29,굿 10자 굿 10자 굿 10자
29,"정형화된 스릴러, 킬링타임용"
29,더럽다 이게 영화냐???
29,1+1=2라고 두 시간 동안 설명하는 느낌.
29,사랑과 전쟁 비디오 버전
29,"이영화중학교때 또보는건데요,6학년때봤었는데 진짜너무용암이 되게신기해서 용암만 봤어요.근데 맨마지막에 남자주인공 아저씨는 용암에 빠져서 죽나요?"
29,이젠 측은해 지기까지 하는 니콜라스 케이지
29,격투액션의 최고의 걸작!!!누구도 흉내낼수 없는 액션!!!많이들 따라 할려고 애쓰지만 허접했던...많은 양놈들 액션영화에 경전과 같은 영화!!!
29,하숙집 아줌마와 그 아줌마딸의 연인인 하숙생이 사궈서 아기를 갖는...불쾌한영화
29,10만표로 무슨 대국민 투표라고 사기를 치고 어휴... 박시환 MAMA 가는거 생각만 해도 끔찍하다
29,쓰레기중의 쓰레기 영화 모든것이 쓰레기다.
29,출연한 배우들이 지금 보면 부끄러워할 만한 영화
29,우선 평점 1점의 이유는 현재 평점이 너무나 높기때문이다 간략해서 영화보는 내내 엄청나게 불편햇다 서울시장 후보아내 엄정화가 나와서 서른도넘은 섹시가수 몸에착달라붙고 가슴이거의다 보이는 의상을입고 춤을출때 불쾌함을넘어 상당히 안좋은기분을 느끼게해준다
29,하 시방ㅡㅡ:@!?.
29,나 월E가 고쳐지고 로봇같이 일할때 움.ㅠ우리 순수 LOVE손만 잡아봤으면 하는 로봇으로 돌아올때 울컥함 ㅠ진심 월E 이브 이 두마디지만 재미지고 귀엽고 사랑스럽고 앙증맞은 영화를 보게되서 다행
29,김선빈님 연기력에 감탄하고 갑니다. 다른 배우들 연기도 정말 멋졌어요
29,아정말 제대로실망스러운영화ㅡㅡ참 돈이아깝다...이딴걸왜보냐고
29,의외의 꿀잼 이였습니다
29,뮤직비됴 짜집기가따로없는 영화과1학년생 실습작품이라해도 이보다 쓰레기일수없다..
29,"난 평소에 역사에 관심이잇고 이런 보물찾기, 미지의모험 열라좋아함 ㅋㅋ대박 ㅋㅋㅋ"
29,원작이 너무 좋았다.. 일본은 영화 리메이크가 늘 한심하다..
29,최고의 희극배우 찰리채플린 만세
29,사랑이야기 전개가 참 불편하다.
29,한정된 공간 안에서 캐릭터와 스토리로 승부하는 영화. 빵빵 터지는 블록버스터들에 질렸을 때 보면 좋은-
29,어차피 우승은 송민호~
29,ㅋㅋㅋ 어이없어 그저 웃지요
29,쓰레기..10자 채움
29,이런걸 우리나라에서 왜 개봉함?-_-
29,이제보니까 장백기였네
29,왜 평점 주는곳에는 0은 없지?....
30,"인생은 아직도 보고 배울 것이 많겠지,, 하지만 난 왜 이렇게 움추리고 있을까,,,"
30,의견을 존중하지 않겠습니다.
30,난 꼬맹일때 봐서~!! 정말 쓰러지는줄 아라써!!
30,사람마다 보는관점이 다르겠지만 저는 재미있게 봤습니다
30,"저 이 거 안 봤는 데 왠지 재밌을 겄 같아요 (잠시만요, 호감 꾹! 하고 가실께요,안그러면 ㅗ(ㅃㅋ)이 날라가요,)"
30,결혼하고 싶어 지는 영화 ㅎㅎ
30,이건뭥미
30,나 왠만해서 짜증안내는데...-_-
31,카이에 뒤 시네마' 2008년 최고의 영화 10위에 선정! 그만큼 깊이가 있는 영화다.
31,다 끝나가니 재미있네~ 바로바로 말 못하고 빙빙 돌릴 때는 우라통이 터지지만
31,"오늘 출연자 뒷 스크린 배경이 욱일승천기를 연상케 하는 배경이라 상당히 기분이 안좋았으며, 마지막 출연자 옆배경도 일장기를 연상케하는 배경이라 일맥상통하는 듯하여 이게 뭔가 싶었습니다 무슨 의도가 있는 건가요? 해명이 필요합니다"
31,왜 한국인간들이 배낀거있지? 말않해도알꺼라
31,사랑스러운 내용~
31,호러영화를 만드는데 왜 이렇게 재미없게 만드나....
31,요즘 이런 영화 본적 있어!!
31,"""상처투성이인 한국인을 위하여 어제는 추기경님이 계셨고 오늘은 교황님께서 치유하시고 가셨습니다. """" 고난이 나를 찾을때 피하고 싶은 내마음은""""하시며 노래부르실때는 한 인간으로서 사제로서 격었을 그분의 고난에 눈물이 흐릅니다. 이땅에 이런어른 더안계시나요"""
31,좋아요....슬프고...ㅠㅠ
31,이런삼류쓰래기영화가없다 1덤조차아깝다 . 절댜보지말라. 인생의가당시간낭비가될것임.
31,수다쟁이 강도들과 남쥔공 여유있는 인질들 때문에 정신이 하나도 없네...
31,이게 전부 다 감독 탓이다...
31,아래 김프리맨 균형을 맞춰주지.
31,마지막화 한번만 해주세요 제발요 ㅜㅜ 마지막화 멋있음 ㅜㅜ
31,이 영화는 재미보다는 메세지를 전하는것 같네요잔잔하면서도 그다음장면이 궁금하게만드는 영화.
31,ㅎㅎ
31,역사의 왜곡과 스토리가 약간 실망스러웟지만 액션과 연출이 워낙 뛰어나 별9개
31,Gooooooooood민세연 박영린 넘 이쁘다
31,샤워씬은 아직도 잊지 못한다.
31,아..........ㅠㅠㅠㅠㅠ넘울었어
31,"딱히 노래말고는 건질게 없는.. 남녀 캐릭터가 매력적이지 않다는 게 가장 큰 문제고, 내용도 너무 유치하게 흘러간다는 것."
31,"예회장의 매력이 걷잡을수 없다. 무간도 시리즈의 다른 작품들과 등장인물이 거의 완전히 다름에도 불구하고 다른 무간도 시리즈와 잘 조화되며, 이 작품만이 주는 매력 또한 상당하다. 한침의 먹방이 정말 압권. 예회장의 카리스마는 대부의 돈 꼴레오네를 연상"
31,세영 어느 정도것해야지 욕나오도록 천사표..OO
31,진짜 재미있어요! 실망시키지도않고 도라에몽극장판은 처음보는데 이건 진짜 재미있어요!
31,데스노트는 이걸 보고 배워야 한다.
31,일박이일 이제 다큐멘타리로 편성해야하는거 아닌가. 출연진도 웃기려고 방송 하려는것처럼 안보이는데. 타 프로그램은 성장하는반면 제자리걸음으로모잘라 퇴화하고있으니. 일요일 예능이라하기에 참 수준떨어지네요.
31,최악의 판타지영화였다. 유치하고 재미없고 스토리도 엉망이라 이해불가였다. 영화보다 네이버에 써져있는 영화의 줄거리가 훨씬 재밌다. 시간이 아까운 영화였다.
31,시나리오는 별로인데 배우들이 살린 영화..
31,순도 높은 똥. 그래픽이나 기술 문제가 아님. 일본 영화 전반에 걸쳐있는 똥같은 연출력의 집합소임. 오시이 마모루는 이것말고 말아먹은 영화가 하나 있는데...
31,짱
31,여자 넘 못생기고 연기도 재수없어서 아쉽네여..그것만 아니면 진짜 멋진 영환데..
31,케이블이 공중파에 자리잡다.
31,"그의 영화는, 시대를 앞서가고, 관념을 앞지른다."
31,추천할만한 경제영화였음
31,이건 다시봐도 수작
31,감독은 무슨 목적으로 만들었나..
31,꽤잼있음~~ㅋㅋ웃음짓게하는애니~
31,얼마나 웃었던지... ㅎㅎㅎ 신선함.
31,....무섭지가 않았어요....
31,1점 2점 뭐냐 이명작을 ㄷㄷ... 1990년대 이정도퀼리티영화가 얼마나 있나보고와라
31,하나님살려주시지...
31,흔한 신파일거라 예상했지만....예술영화이더구나....
31,정말 재밋게 본 작품이다.. 왜 이제 서야 봤을까
31,속단은 금물
31,졸라 허무했다. 고딱지만한 성에서 뭘 하는건지... 1점도 주기 아깝다.
31,어렸을떄 좋아했던 영화인데 지금 봐도 재밌네요^^
31,돼지피먹고 닭목따는 장면에선 우웩~ 역시 무당은 아무나 하는게 아니다.
31,휴대폰카메라가 안보여주는곳이 없네..감독세끼 약빨고 영화 만들었니ㅣ
31,주인공은 술에 취해 살인을 일삼고 항상 운이 좋았지만 말년에 그 죄를 다 받게 됩니다. 철없던 시절 자신의 웨스턴 무비에 이별을 고하는 작품이라 생각 되네요. 인생에 대한 성찰이 묻어나는 클린트의 영화가 좋습니다.
31,괜츈타. 내가 외국에 가면 나도 이방인이다.
31,아니 왜왜왜 증거도 있는데 미궁사건이여 참 이해 못하겄내 ㅅㅂ 이러면 안되는데 사고내서 모른다구 하문 미제사건 되는거여ㅈ정말 골때리네 경찰 느그들 머하는거여 진짜 중거 있는게 잡아 쳐 넣어야 되는거 아니냐구 골따리네
31,난 재미있는데 ㅋ?
31,초반은 좀 지리한데 중반부터 재미터진다. 역시 군인이라 주인공들 화끈하다. 평점 6점대는 나올 만한 재미던데 넘 낮은 거 같아서 10점 줌.
31,나 잤다 그냥 영화관에 팝콘이나 먹자
31,B급영화 전용배우 장끌로드반담의 킬링타임용 영화~
31,백성현+최불암+차인표+전광렬씨 땜에 4점..안그러면0점.-_-
31,대역이 더 맘에 드넹~~~ㅋㅋㅋㅋ
31,그냥 그저 별시리...
31,잼있겠다 ㅜ ㅜ ㅋ 같이볼사람 손손
31,최고다
31,좋다
31,재미도 감동도 있습니다.
31,실망... 미화시키는 건 그만..
31,결국 엄마가 죽인거네?
32,일본판이더재미있음...
